"RELATIONSHIP_ID","FROM_VOCABULARY_ID","FROM_DOMAIN_ID","FROM_STANDARD_CONCEPT","TO_VOCABULARY_ID","TO_DOMAIN_ID","TO_STANDARD_CONCEPT","RELATIONSHIP_COUNT"
"Subsumes","SNOMED","Observation","S","SNOMED","Measurement","S",25
"Subsumes","SNOMED","Observation","S","SNOMED","Measurement",NA,4
"Subsumes","SNOMED","Observation","S","SNOMED","Observation","S",142508
"Subsumes","SNOMED","Observation","S","SNOMED","Observation",NA,4762
"Subsumes","SNOMED","Observation","S","SNOMED","Place of Service",NA,2
"Subsumes","SNOMED","Observation","S","SNOMED","Procedure","S",19
"Subsumes","SNOMED","Observation","S","SNOMED","Procedure",NA,31
"Subsumes","SNOMED","Observation","S","SNOMED","Provider",NA,31
"Subsumes","SNOMED","Observation","S","SNOMED","Race",NA,2
"Subsumes","SNOMED","Observation","S","SNOMED","Relationship","S",17
"Subsumes","SNOMED","Observation","S","SNOMED","Relationship",NA,2
"Subsumes","SNOMED","Observation","S","SNOMED","Route","S",1
"Subsumes","SNOMED","Observation","S","SNOMED","Spec Anatomic Site","S",26
"Subsumes","SNOMED","Observation","S","SNOMED","Spec Disease Status","S",3
"Subsumes","SNOMED","Observation","S","SNOMED","Unit",NA,3
"Subsumes","SNOMED","Observation",NA,"ICDO3","Observation","S",3
"Subsumes","SNOMED","Observation",NA,"SNOMED","Condition","S",36
"Subsumes","SNOMED","Observation",NA,"SNOMED","Condition",NA,49
"Subsumes","SNOMED","Observation",NA,"SNOMED","Device","S",101326
"Subsumes","SNOMED","Observation",NA,"SNOMED","Device",NA,173
"Subsumes","SNOMED","Observation",NA,"SNOMED","Drug",NA,641
"Subsumes","SNOMED","Observation",NA,"SNOMED","Measurement","S",9
"Subsumes","SNOMED","Observation",NA,"SNOMED","Observation","S",3167
"Subsumes","SNOMED","Observation",NA,"SNOMED","Observation",NA,7225
"Subsumes","SNOMED","Observation",NA,"SNOMED","Place of Service",NA,1
"Subsumes","SNOMED","Observation",NA,"SNOMED","Procedure","S",18
"Subsumes","SNOMED","Observation",NA,"SNOMED","Procedure",NA,1
"Subsumes","SNOMED","Observation",NA,"SNOMED","Spec Anatomic Site","S",1
"Subsumes","SNOMED","Place of Service",NA,"SNOMED","Observation",NA,1
"Subsumes","SNOMED","Place of Service",NA,"SNOMED","Place of Service",NA,425
"Subsumes","SNOMED","Procedure","S","HCPCS","Device","S",98
"Subsumes","SNOMED","Procedure","S","HCPCS","Drug","S",5
"Subsumes","SNOMED","Procedure","S","HCPCS","Drug",NA,1
"Subsumes","SNOMED","Procedure","S","HCPCS","Measurement","S",23
"Subsumes","SNOMED","Procedure","S","HCPCS","Measurement",NA,1
"Subsumes","SNOMED","Procedure","S","HCPCS","Observation","S",219
"Subsumes","SNOMED","Procedure","S","HCPCS","Observation",NA,1
"Subsumes","SNOMED","Procedure","S","HCPCS","Procedure","S",510
"Subsumes","SNOMED","Procedure","S","HCPCS","Procedure",NA,40
"Subsumes","SNOMED","Procedure","S","ICD9Proc","Procedure","S",2836
"Subsumes","SNOMED","Procedure","S","OPCS4","Procedure","S",2263
"Subsumes","SNOMED","Procedure","S","OPCS4","Procedure",NA,5
"Subsumes","SNOMED","Procedure","S","SNOMED","Measurement","S",554
"Subsumes","SNOMED","Procedure","S","SNOMED","Measurement",NA,21
"Subsumes","SNOMED","Procedure","S","SNOMED","Observation","S",767
"Subsumes","SNOMED","Procedure","S","SNOMED","Observation",NA,4
"Subsumes","SNOMED","Procedure","S","SNOMED","Procedure","S",99170
"Subsumes","SNOMED","Procedure","S","SNOMED","Procedure",NA,2673
"Subsumes","SNOMED","Procedure","S","SNOMED","Visit",NA,4
"Subsumes","SNOMED","Procedure",NA,"ICD9Proc","Procedure","S",6
"Subsumes","SNOMED","Procedure",NA,"OPCS4","Procedure","S",24
"Subsumes","SNOMED","Procedure",NA,"SNOMED","Measurement","S",1
"Subsumes","SNOMED","Procedure",NA,"SNOMED","Observation","S",16
"Subsumes","SNOMED","Procedure",NA,"SNOMED","Observation",NA,1
"Subsumes","SNOMED","Procedure",NA,"SNOMED","Procedure","S",1605
"Subsumes","SNOMED","Procedure",NA,"SNOMED","Procedure",NA,557
"Subsumes","SNOMED","Provider",NA,"SNOMED","Provider",NA,541
"Subsumes","SNOMED","Race",NA,"SNOMED","Race",NA,468
"Subsumes","SNOMED","Relationship","S","SNOMED","Relationship","S",265
"Subsumes","SNOMED","Relationship","S","SNOMED","Relationship",NA,4
"Subsumes","SNOMED","Relationship",NA,"SNOMED","Relationship",NA,2
"Subsumes","SNOMED","Route","S","SNOMED","Route","S",199
"Subsumes","SNOMED","Route","S","SNOMED","Route",NA,12
"Subsumes","SNOMED","Spec Anatomic Site","S","ICDO3","Observation","S",96
"Subsumes","SNOMED","Spec Anatomic Site","S","OPCS4","Spec Anatomic Site","S",167
"Subsumes","SNOMED","Spec Anatomic Site","S","SNOMED","Observation","S",59
"Subsumes","SNOMED","Spec Anatomic Site","S","SNOMED","Observation",NA,5
"Subsumes","SNOMED","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site","S",53196
"Subsumes","SNOMED","Spec Anatomic Site","S","SNOMED","Spec Anatomic Site",NA,480
"Subsumes","SNOMED","Spec Anatomic Site","S","SNOMED","Specimen","S",2
"Subsumes","SNOMED","Spec Anatomic Site",NA,"ICDO3","Observation","S",2
"Subsumes","SNOMED","Spec Anatomic Site",NA,"OPCS4","Spec Anatomic Site","S",3
"Subsumes","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site","S",515
"Subsumes","SNOMED","Spec Anatomic Site",NA,"SNOMED","Spec Anatomic Site",NA,248
"Subsumes","SNOMED","Spec Disease Status","S","SNOMED","Meas Value","S",6
"Subsumes","SNOMED","Specimen","S","SNOMED","Spec Anatomic Site","S",5
"Subsumes","SNOMED","Specimen","S","SNOMED","Specimen","S",3054
"Subsumes","SNOMED","Specimen","S","SNOMED","Specimen",NA,19
"Subsumes","SNOMED","Specimen",NA,"SNOMED","Specimen","S",3
"Subsumes","SNOMED","Type Concept",NA,"SNOMED","Observation",NA,2
"Subsumes","SNOMED","Type Concept",NA,"SNOMED","Type Concept",NA,1844
"Subsumes","SNOMED","Unit",NA,"SNOMED","Observation","S",1
"Subsumes","SNOMED","Unit",NA,"SNOMED","Observation",NA,1
"Subsumes","SNOMED","Unit",NA,"SNOMED","Unit","S",5
"Subsumes","SNOMED","Unit",NA,"SNOMED","Unit",NA,1324
"Subsumes","SNOMED","Visit",NA,"SNOMED","Visit",NA,1
"Subsumes","Type Concept","Type Concept","S","Type Concept","Type Concept","S",59
"Subsumes","UK Biobank","Measurement","C","UK Biobank","Measurement","C",19
"Subsumes","UK Biobank","Measurement","C","UK Biobank","Observation","C",3
"Subsumes","UK Biobank","Observation","C","UK Biobank","Measurement","C",26
"Subsumes","UK Biobank","Observation","C","UK Biobank","Observation","C",198
"Subsumes","US Census","Geography","S","OSM","Geography","S",51
"Subsumes","US Census","Geography","S","US Census","Geography","S",9
"Subsumes","Visit","Visit","S","CMS Place of Service","Visit","S",41
"Subsumes","Visit","Visit","S","HES Specialty","Visit","S",2
"Subsumes","Visit","Visit","S","Medicare Specialty","Visit","S",9
"Subsumes","Visit","Visit","S","NUCC","Visit","S",44
"Subsumes","Visit","Visit","S","UB04 Typ bill","Visit","S",2
"Subsumes","Visit","Visit","S","Visit","Visit","S",3
"Subsumes","Visit Type","Type Concept",NA,"Visit Type","Type Concept",NA,15
"Supplier of","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug","S",512086
"Supplier of","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug",NA,23787
"Supportive med of","HemOnc","Drug","C","HemOnc","Regimen","S",284
"Supportive med of","HemOnc","Drug",NA,"HemOnc","Regimen","S",1342
"Supportive med of","HemOnc","Procedure",NA,"HemOnc","Regimen","S",2
"Surgical appr of","SNOMED","Observation","S","ICD9Proc","Procedure","S",37
"Surgical appr of","SNOMED","Observation","S","ICD9Proc","Procedure",NA,54
"Surgical appr of","SNOMED","Observation","S","OPCS4","Procedure","S",35
"Surgical appr of","SNOMED","Observation","S","SNOMED","Procedure","S",696
"Surgical appr of","SNOMED","Observation","S","SNOMED","Procedure",NA,13
"System of","LOINC","Observation",NA,"LOINC","Measurement","S",70934
"System of","LOINC","Observation",NA,"LOINC","Measurement",NA,22
"System of","LOINC","Observation",NA,"LOINC","Observation","S",17474
"Technique of","SNOMED","Observation","S","SNOMED","Measurement","S",14
"Technique of","SNOMED","Observation","S","SNOMED","Observation","S",141
"Temp related to","SNOMED","Condition","S","SNOMED","Observation","S",1
"Temp related to","SNOMED","Condition","S","SNOMED","Procedure","S",7
"Temp related to","SNOMED","Observation","S","SNOMED","Condition","S",21
"Temp related to","SNOMED","Observation","S","SNOMED","Observation","S",1
"Temporal context of","SNOMED","Observation","S","SNOMED","Condition","S",8
"Temporal context of","SNOMED","Observation","S","SNOMED","Condition",NA,2
"Temporal context of","SNOMED","Observation","S","SNOMED","Observation","S",6720
"Temporal context of","SNOMED","Observation","S","SNOMED","Observation",NA,1367
"Temporal context of","SNOMED","Observation","S","SNOMED","Procedure",NA,2
"Time aspect of","LOINC","Observation",NA,"LOINC","Measurement","S",70934
"Time aspect of","LOINC","Observation",NA,"LOINC","Measurement",NA,22
"Time aspect of","LOINC","Observation",NA,"LOINC","Observation","S",17474
"Time aspect of","SNOMED","Observation","S","SNOMED","Measurement","S",21
"Time aspect of","SNOMED","Observation","S","SNOMED","Observation","S",1
"Time aspect of","SNOMED","Observation","S","SNOMED","Procedure","S",1
"Topography of ICDO","ICDO3","Observation","S","ICDO3","Condition","S",12081
"Topography of ICDO","ICDO3","Observation","S","ICDO3","Condition",NA,101
"Topography of ICDO","ICDO3","Observation",NA,"ICDO3","Condition","S",45754
"Topography of ICDO","ICDO3","Observation",NA,"ICDO3","Condition",NA,2378
"Trade family grp of","SNOMED","Observation","S","SNOMED","Device","S",226
"Trade family grp of","SNOMED","Observation","S","SNOMED","Drug",NA,1939
"Trade family grp of","SNOMED","Observation",NA,"SNOMED","Drug",NA,6
"Tradename of","RxNorm","Drug","C","RxNorm","Drug","C",20303
"Tradename of","RxNorm","Drug","C","RxNorm","Drug",NA,92
"Tradename of","RxNorm","Drug","S","RxNorm","Drug","S",64996
"Tradename of","RxNorm","Drug","S","RxNorm","Drug",NA,254
"Tradename of","RxNorm","Drug",NA,"RxNorm","Drug","C",1447
"Tradename of","RxNorm","Drug",NA,"RxNorm","Drug","S",11681
"Tradename of","RxNorm","Drug",NA,"RxNorm","Drug",NA,5379
"Tradename of","RxNorm Extension","Drug","S","RxNorm","Drug","S",259335
"Tradename of","RxNorm Extension","Drug","S","RxNorm","Drug",NA,5619
"Tradename of","RxNorm Extension","Drug","S","RxNorm Extension","Drug","S",627669
"Tradename of","RxNorm Extension","Drug","S","RxNorm Extension","Drug",NA,4150
"Tradename of","RxNorm Extension","Drug",NA,"RxNorm","Drug","S",894
"Tradename of","RxNorm Extension","Drug",NA,"RxNorm","Drug",NA,21
"Tradename of","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug","S",2427
"Tradename of","RxNorm Extension","Drug",NA,"RxNorm Extension","Drug",NA,11683
"Transcribes to","OMOP Extension","Measurement","S","OMOP Extension","Measurement","S",5029
"Transformation of","SNOMED","Observation","S","SNOMED","Drug",NA,10
"Transformation of","SNOMED","Observation","S","SNOMED","Observation","S",274
"Transformation of","SNOMED","Observation",NA,"SNOMED","Observation","S",1
"Translates to","OMOP Extension","Measurement","S","OMOP Extension","Measurement","S",5895
"Type of","Metadata","Metadata",NA,"NAACCR","Measurement","S",311
"Type of","Metadata","Metadata",NA,"NAACCR","Observation","S",2
"Type of","Metadata","Metadata",NA,"NAACCR","Observation",NA,2
"Type of service of","LOINC","Meas Value","S","LOINC","Measurement","S",1913
"Type of service of","LOINC","Meas Value","S","LOINC","Measurement",NA,18
"Unit mapped from","UCUM","Unit","S","UK Biobank","Measurement",NA,2582
"Unit mapped from","UCUM","Unit","S","UK Biobank","Observation","S",253
"Unit mapped from","UCUM","Unit","S","UK Biobank","Observation",NA,396
"Unit of","SNOMED","Unit",NA,"SNOMED","Observation","S",7
"Unit of","UCUM","Unit","S","NAACCR","Measurement","S",255
"Unit of","UCUM","Unit","S","NAACCR","Observation","S",1
"Unit of admin of","SNOMED","Unit",NA,"SNOMED","Drug",NA,2126
"Unit of presen of","SNOMED","Unit",NA,"SNOMED","Drug",NA,4556
"Unit of prod use of","SNOMED","Unit",NA,"SNOMED","Device","S",293
"Unit of prod use of","SNOMED","Unit",NA,"SNOMED","Device",NA,1
"Unit of prod use of","SNOMED","Unit",NA,"SNOMED","Drug",NA,11420
"Unit of prod use of","SNOMED","Unit",NA,"SNOMED","Observation","S",5
"Using acc device","ICD9Proc","Procedure","S","SNOMED","Device","S",59
"Using acc device","ICD9Proc","Procedure",NA,"SNOMED","Device","S",73
"Using acc device","OPCS4","Procedure","S","SNOMED","Device","S",116
"Using acc device","SNOMED","Observation","S","SNOMED","Device","S",1
"Using acc device","SNOMED","Observation","S","SNOMED","Device",NA,1
"Using acc device","SNOMED","Procedure","S","SNOMED","Device","S",1808
"Using acc device","SNOMED","Procedure",NA,"SNOMED","Device","S",44
"Using device","ICD9Proc","Procedure","S","SNOMED","Device","S",275
"Using device","ICD9Proc","Procedure",NA,"SNOMED","Device","S",235
"Using device","OPCS4","Procedure","S","SNOMED","Device","S",158
"Using device","OPCS4","Specimen",NA,"SNOMED","Device","S",1
"Using device","SNOMED","Measurement","S","SNOMED","Device","S",212
"Using device","SNOMED","Measurement",NA,"SNOMED","Device","S",10
"Using device","SNOMED","Observation","S","SNOMED","Device","S",35
"Using device","SNOMED","Procedure","S","SNOMED","Device","S",5400
"Using device","SNOMED","Procedure","S","SNOMED","Device",NA,4
"Using device","SNOMED","Procedure",NA,"SNOMED","Device","S",79
"Using device","SNOMED","Procedure",NA,"SNOMED","Device",NA,1
"Using energy","ICD9Proc","Procedure","S","SNOMED","Observation","S",8
"Using energy","ICD9Proc","Procedure",NA,"SNOMED","Observation","S",14
"Using energy","OPCS4","Procedure","S","SNOMED","Observation","S",5
"Using energy","SNOMED","Observation","S","SNOMED","Observation","S",6
"Using energy","SNOMED","Procedure","S","SNOMED","Observation","S",324
"Using energy","SNOMED","Procedure",NA,"SNOMED","Observation","S",15
"Using finding inform","SNOMED","Condition","S","SNOMED","Observation","S",2133
"Using finding inform","SNOMED","Condition",NA,"SNOMED","Observation","S",44
"Using finding inform","SNOMED","Measurement","S","SNOMED","Observation","S",32
"Using finding inform","SNOMED","Observation","S","SNOMED","Observation","S",105
"Using finding inform","SNOMED","Observation",NA,"SNOMED","Observation","S",1
"Using finding method","SNOMED","Condition","S","SNOMED","Measurement","S",11
"Using finding method","SNOMED","Condition","S","SNOMED","Procedure","S",2316
"Using finding method","SNOMED","Condition",NA,"SNOMED","Procedure","S",37
"Using finding method","SNOMED","Measurement","S","SNOMED","Procedure","S",32
"Using finding method","SNOMED","Observation","S","SNOMED","Procedure","S",2533
"Using finding method","SNOMED","Observation",NA,"SNOMED","Procedure","S",69
"Using subst","ICD9Proc","Procedure","S","SNOMED","Device","S",21
"Using subst","ICD9Proc","Procedure","S","SNOMED","Observation","S",8
"Using subst","ICD9Proc","Procedure",NA,"SNOMED","Device","S",52
"Using subst","ICD9Proc","Procedure",NA,"SNOMED","Observation","S",11
"Using subst","OPCS4","Procedure","S","SNOMED","Device","S",42
"Using subst","OPCS4","Procedure","S","SNOMED","Observation","S",21
"Using subst","SNOMED","Measurement","S","SNOMED","Device","S",2
"Using subst","SNOMED","Measurement","S","SNOMED","Drug",NA,1
"Using subst","SNOMED","Measurement","S","SNOMED","Observation","S",26
"Using subst","SNOMED","Measurement","S","SNOMED","Observation",NA,1
"Using subst","SNOMED","Measurement",NA,"SNOMED","Observation","S",1
"Using subst","SNOMED","Observation","S","SNOMED","Observation","S",19
"Using subst","SNOMED","Procedure","S","SNOMED","Device","S",1635
"Using subst","SNOMED","Procedure","S","SNOMED","Device",NA,1
"Using subst","SNOMED","Procedure","S","SNOMED","Drug",NA,318
"Using subst","SNOMED","Procedure","S","SNOMED","Observation","S",1413
"Using subst","SNOMED","Procedure","S","SNOMED","Observation",NA,17
"Using subst","SNOMED","Procedure",NA,"SNOMED","Device","S",81
"Using subst","SNOMED","Procedure",NA,"SNOMED","Drug",NA,7
"Using subst","SNOMED","Procedure",NA,"SNOMED","Observation","S",191
"Using subst","SNOMED","Procedure",NA,"SNOMED","Observation",NA,2
"VMP has prescr stat","SNOMED","Device","S","SNOMED","Drug",NA,180405
"VMP has prescr stat","SNOMED","Device",NA,"SNOMED","Drug",NA,30
"VMP has prescr stat","SNOMED","Drug",NA,"SNOMED","Drug",NA,164111
"VMP has prescr stat","SNOMED","Observation","S","SNOMED","Drug",NA,16
"VMP has prescr stat","SNOMED","Observation",NA,"SNOMED","Drug",NA,4
"VMP of","SNOMED","Device","S","SNOMED","Device","S",4986
"VMP of","SNOMED","Device","S","SNOMED","Device",NA,1
"VMP of","SNOMED","Device","S","SNOMED","Drug",NA,895
"VMP of","SNOMED","Device","S","SNOMED","Observation",NA,14
"VMP of","SNOMED","Device",NA,"SNOMED","Drug",NA,26
"VMP of","SNOMED","Drug",NA,"SNOMED","Device","S",3
"VMP of","SNOMED","Drug",NA,"SNOMED","Device",NA,14
"VMP of","SNOMED","Drug",NA,"SNOMED","Drug",NA,28320
"VMP of","SNOMED","Observation","S","SNOMED","Device","S",4
"VMP of","SNOMED","Observation","S","SNOMED","Drug",NA,9
"VMP of","SNOMED","Observation",NA,"SNOMED","Device","S",1068
"VMP of","SNOMED","Observation",NA,"SNOMED","Drug",NA,2
"VMP of","SNOMED","Observation",NA,"SNOMED","Observation",NA,46
"VMP prescr stat of","SNOMED","Drug",NA,"SNOMED","Device","S",180405
"VMP prescr stat of","SNOMED","Drug",NA,"SNOMED","Device",NA,30
"VMP prescr stat of","SNOMED","Drug",NA,"SNOMED","Drug",NA,164111
"VMP prescr stat of","SNOMED","Drug",NA,"SNOMED","Observation","S",16
"VMP prescr stat of","SNOMED","Drug",NA,"SNOMED","Observation",NA,4
"VRP has prescr stat","SNOMED","Drug",NA,"SNOMED","Drug",NA,54
"VRP of","SNOMED","Drug",NA,"SNOMED","Drug",NA,64
"VRP prescr stat of","SNOMED","Drug",NA,"SNOMED","Drug",NA,54
"Value mapped from","LOINC","Meas Value","S","UK Biobank","Observation",NA,3
"Value mapped from","RxNorm","Drug","S","UK Biobank","Observation",NA,39
"Value mapped from","RxNorm Extension","Drug","S","UK Biobank","Observation",NA,4
"Value mapped from","SNOMED","Condition","S","ICD10","Measurement",NA,9
"Value mapped from","SNOMED","Condition","S","ICD10","Observation",NA,35
"Value mapped from","SNOMED","Condition","S","ICD10CM","Condition",NA,2
"Value mapped from","SNOMED","Condition","S","ICD10CM","Measurement",NA,9
"Value mapped from","SNOMED","Condition","S","ICD10CM","Observation",NA,232
"Value mapped from","SNOMED","Condition","S","ICD9CM","Measurement",NA,1
"Value mapped from","SNOMED","Condition","S","ICD9CM","Observation",NA,52
"Value mapped from","SNOMED","Condition","S","UK Biobank","Observation",NA,135
"Value mapped from","SNOMED","Device","S","ICD10","Condition",NA,2
"Value mapped from","SNOMED","Device","S","ICD10","Observation",NA,77
"Value mapped from","SNOMED","Device","S","ICD10CM","Observation",NA,77
"Value mapped from","SNOMED","Meas Value","S","ICD10","Measurement",NA,1
"Value mapped from","SNOMED","Meas Value","S","ICD10CM","Measurement",NA,2
"Value mapped from","SNOMED","Meas Value","S","ICD9CM","Measurement",NA,2
"Value mapped from","SNOMED","Meas Value","S","Read","Measurement",NA,2
"Value mapped from","SNOMED","Meas Value","S","SNOMED","Measurement",NA,2
"Value mapped from","SNOMED","Meas Value","S","UK Biobank","Observation",NA,50
"Value mapped from","SNOMED","Measurement","S","ICD10CM","Observation",NA,7
"Value mapped from","SNOMED","Measurement","S","ICD9CM","Observation",NA,3
"Value mapped from","SNOMED","Measurement","S","UK Biobank","Observation",NA,3
"Value mapped from","SNOMED","Observation","S","ICD10","Observation",NA,31
"Value mapped from","SNOMED","Observation","S","ICD10CM","Condition",NA,1
"Value mapped from","SNOMED","Observation","S","ICD10CM","Observation",NA,224
"Value mapped from","SNOMED","Observation","S","ICD9CM","Measurement",NA,5
